site,pv_kwp,battery_kwh,price_EUR_per_kg,operating_EUR_per_day,capital_EUR_per_day,first_pack_EUR_per_day,replacement_EUR_per_day,net_EUR_per_day,capex_EUR,capex_pv_EUR,capex_process_EUR,efc_per_day,dod_stress,battery_life_years,seasons,season_min,season_max,cash_EUR_per_day,payback_years
Seville,1500.0,500.0,6.0,737.581920896368,766.3964067221947,747.1851038894467,19.211302832747922,-28.814485825826612,2354903.2459634207,1050000.0,1179903.2459634205,0.8520241374450623,1.383924795393234,6.815199196743376,4,595.1356070936637,846.3013012566286,568.103889798121,inf
Seville,1900.0,500.0,2.0,227.24153973182055,855.4155295831772,836.0260486066697,19.389480976507404,-628.1739898513566,2634903.2459634207,1330000.0,1179903.2459634205,0.7972617708079911,1.3420749990167562,7.138229548038833,4,181.56131975660915,265.8509736047473,33.202388890328535,inf
Seville,1900.0,500.0,3.0,360.1748908621176,855.2847624199227,836.0260486066697,19.25871381325296,-495.1098715578051,2634903.2459634207,1330000.0,1179903.2459634205,0.842711172886001,1.3659588606112378,6.89532554787704,4,290.5389990763768,417.3972284010455,167.42000453789427,inf
Seville,1900.0,500.0,4.0,493.16188414388364,855.237007411754,836.0260486066697,19.210958805084243,-362.07512326787037,2634903.2459634207,1330000.0,1179903.2459634205,0.8507683655293586,1.386203946969601,6.814630929419699,4,399.7183905058333,569.1917031144972,300.63467004740284,inf
Seville,1900.0,500.0,5.0,626.1839464377006,855.2386211429734,836.0260486066697,19.21257253630366,-229.05467470527284,2634903.2459634207,1330000.0,1179903.2459634205,0.8508203566742302,1.385010030296181,6.817298081679111,4,508.89088604693006,721.1198467655511,433.65820145587287,inf
Seville,1900.0,500.0,6.0,759.222815291858,855.2378086324766,836.0260486066697,19.211760025806825,-96.01499334061862,2634903.2459634207,1330000.0,1179903.2459634205,0.8506644519925458,1.3858225542555558,6.815954673690924,4,618.0662845542438,873.0481627741294,566.6926649088234,inf
London,300.0,500.0,2.0,54.305872797911746,492.5321489088225,480.6622697377778,11.869879171044664,-438.2262761109107,1514903.2459634205,210000.0,1179903.2459634205,0.03342843297485338,1.450506424923535,12.828786367066819,4,26.12016621680931,82.7896449868989,-69.26213496914554,inf
London,300.0,500.0,3.0,84.24831846805795,492.52932220919615,480.6622697377778,11.867052471418331,-408.2810037411382,1514903.2459634205,210000.0,1179903.2459634205,0.0332502614455389,1.5274550216082632,12.805799237182265,4,41.15064099666707,128.29112121101238,-39.32472389489331,inf
London,300.0,500.0,4.0,114.28300913311585,492.52266934858255,480.6622697377778,11.860399610804707,-378.2396602154667,1514903.2459634205,210000.0,1179903.2459634205,0.033073368156181226,1.6967415149108747,12.752860280253064,4,56.21126334993055,173.95884492046622,-9.295031706481481,inf
London,300.0,500.0,5.0,144.3632409920628,492.5279817554006,480.6622697377778,11.865712017622814,-348.1647407633378,1514903.2459634205,210000.0,1179903.2459634205,0.03318763189532717,1.562971867171772,12.795003813147803,4,71.30312340928737,219.7241819125774,20.788428904860126,inf
London,300.0,500.0,6.0,174.47485001639183,492.5284685647664,480.6622697377778,11.866198826988583,-318.0536185483746,1514903.2459634205,210000.0,1179903.2459634205,0.033280828979247196,1.5467934067266444,12.79891664795436,4,86.42349065520197,265.52046308217564,50.90267140075355,inf
London,700.0,500.0,2.0,119.31833805268873,586.4409275400023,569.5032144550007,16.937713085001654,-467.12258948731363,1794903.2459634205,490000.0,1179903.2459634205,0.1498914634838634,0.7602888004708036,12.20515169946929,4,56.23434984015796,180.78817325630675,-23.972470536882412,inf
London,700.0,500.0,3.0,186.30843448235626,586.445823129346,569.5032144550007,16.942608674345248,-400.13738864698973,1794903.2459634205,490000.0,1179903.2459634205,0.15092872588607623,0.7892946416421871,12.158511964097569,4,89.12203321422002,283.23408768295167,43.046935833892206,inf
London,700.0,500.0,4.0,253.34929330014026,586.4634303262028,569.5032144550007,16.96021587120204,-333.11413702606245,1794903.2459634205,490000.0,1179903.2459634205,0.15021740422912025,0.9348038279645333,11.969962847126704,4,122.03515317055886,385.7506788693937,110.06769482367793,inf
London,700.0,500.0,5.0,320.4501749533558,586.4648775329777,569.5032144550007,16.96166307797693,-266.0147025796218,1794903.2459634205,490000.0,1179903.2459634205,0.15103944747913334,0.9429702630906007,11.952539257593976,4,154.9606615270272,488.39196732653784,177.19180496680497,inf
London,700.0,500.0,6.0,387.55992254483846,586.472943340964,569.5032144550007,16.969728885963235,-198.9130207961255,1794903.2459634205,490000.0,1179903.2459634205,0.1513393097695178,1.0216688725827667,11.847503399756048,4,187.922938074996,590.9497111046969,244.31002577205942,inf
London,1100.0,500.0,2.0,151.66241032477947,675.150285526192,658.3441591722237,16.80612635396827,-523.4878752014125,2074903.2459634205,770000.0,1179903.2459634205,0.45035483211838884,1.0940169475237762,9.526320029117048,4,79.17621664696142,224.26982020879865,-6.1518984449242,inf
London,1100.0,500.0,3.0,240.32593835641575,675.0700099293164,658.3441591722237,16.72585075709259,-434.74407157290057,2074903.2459634205,770000.0,1179903.2459634205,0.4747066434618462,1.1589570643246052,9.219279377036276,4,128.55226423803109,353.5271647467591,83.19973912852618,inf
London,1100.0,500.0,4.0,329.1509226380947,675.0654458484279,658.3441591722237,16.721286676204155,-345.9145232103332,2074903.2459634205,770000.0,1179903.2459634205,0.4766422055772351,1.160667718892134,9.203491838989775,4,177.99036018149448,483.0773861437818,172.07941662138305,inf
London,1100.0,500.0,5.0,418.0181951634212,675.0640945096042,658.3441591722237,16.719935337380473,-257.04589934618303,2074903.2459634205,770000.0,1179903.2459634205,0.4766598410044335,1.1625171808595736,9.198846150514118,4,227.49031041907023,612.7040944139671,260.94718747127183,inf
London,1100.0,500.0,6.0,506.91380870063233,675.0577575751225,658.3441591722237,16.713598402898793,-168.14394887449018,2074903.2459634205,770000.0,1179903.2459634205,0.4791329757868515,1.1653007679913228,9.177231815877715,4,277.0474171061498,742.3589154700663,349.9126844195349,inf
London,1500.0,500.0,2.0,170.1198756596038,766.9672826572921,747.1851038894467,19.78217876784538,-596.8474069976883,2354903.2459634207,1050000.0,1179903.2459634205,0.5659051724709467,1.3081614349864457,8.33092901903407,4,92.48141061877789,248.00507612440524,-7.443023833681792,inf
London,1500.0,500.0,3.0,270.84304161914105,766.9258207550472,747.1851038894467,19.740716865600408,-496.0827791359061,2354903.2459634207,1050000.0,1179903.2459634205,0.6288384851303072,1.257260364665854,8.1237628005516,4,151.41235865702768,390.29447365458316,95.05844979784351,inf
London,1500.0,500.0,4.0,371.6364289016306,766.913557425271,747.1851038894467,19.728453535824286,-395.2771285236404,2354903.2459634207,1050000.0,1179903.2459634205,0.6349378293328666,1.2660984048537072,8.070794566006446,4,210.96528734540942,532.8574962906946,196.0241863518265,inf
London,1500.0,500.0,5.0,472.84395260564895,766.8913270104018,747.1851038894467,19.70622312095506,-294.0473744047529,2354903.2459634207,1050000.0,1179903.2459634205,0.6390004573345629,1.293673561162391,7.981587340157037,4,272.0793686955098,675.4261697603959,297.3465078034694,inf
London,1500.0,500.0,6.0,573.8268072581403,766.8856416655568,747.1851038894467,19.700537776110128,-193.05883440741655,2354903.2459634207,1050000.0,1179903.2459634205,0.643408276052595,1.2934982602914975,7.959984285606806,4,332.22746383466335,817.9995646462138,398.45391426345,inf
London,1900.0,500.0,2.0,182.06373556591237,855.7433999424684,836.0260486066697,19.717351335798668,-673.679664376556,2634903.2459634207,1330000.0,1179903.2459634205,0.6014095773228353,1.3559057061634854,8.025242519320646,4,102.53125867197726,260.49743308276254,-17.50961399376098,inf
London,1900.0,500.0,3.0,289.7207639202277,855.5626617750979,836.0260486066697,19.53661316842813,-565.8418978548702,2634903.2459634207,1330000.0,1179903.2459634205,0.712091860434822,1.3606960009692255,7.465813112376819,4,167.82896563109713,409.0921194412899,93.2749654919649,inf
London,1900.0,500.0,4.0,398.22254642683356,855.5095265477455,836.0260486066697,19.483477941075737,-457.28698012091195,2634903.2459634207,1330000.0,1179903.2459634205,0.725179958140246,1.388612708649903,7.3389751008719255,4,235.72785930695537,558.4284706168814,202.14657859508276,inf
London,1900.0,500.0,5.0,506.4953841312073,855.495001176009,836.0260486066697,19.468952569339304,-348.99961704480177,2634903.2459634207,1330000.0,1179903.2459634205,0.7301665563857178,1.3929081803442185,7.306157914860696,4,302.50964439433227,707.7445067997166,310.5603226897659,inf
London,1900.0,500.0,6.0,614.8265198184863,855.4836454943577,836.0260486066697,19.457596887687995,-240.65712567587144,2634903.2459634207,1330000.0,1179903.2459634205,0.731379026254285,1.401228990230409,7.280998792112068,4,369.4792274974624,856.9747160753674,418.9257191584691,inf
Gothenburg,300.0,500.0,2.0,57.154826503271806,492.52907927612387,480.6622697377778,11.866809538346065,-435.37425277285206,1514903.2459634205,210000.0,1179903.2459634205,0.03616207058913937,1.4099006058248897,12.803837799547761,4,12.57509398210684,100.84782883204143,-66.33593681984158,inf
Gothenburg,300.0,500.0,3.0,88.54631295514424,492.5286336356541,480.6622697377778,11.866363897876276,-403.9823206805099,1514903.2459634205,210000.0,1179903.2459634205,0.035740506665055,1.4366119466207543,12.800245432071033,4,20.05525109838967,155.90316079324597,-34.956362506846844,inf
Gothenburg,300.0,500.0,4.0,120.01714783584342,492.53528626583557,480.6622697377778,11.873016528057764,-372.5181384299922,1514903.2459634205,210000.0,1179903.2459634205,0.03557027491792873,1.2906461238558566,12.854664128942353,4,27.54825611631374,211.09698037453418,-3.490337867483106,inf
Gothenburg,300.0,500.0,5.0,151.52664816335326,492.5302043350893,480.6622697377778,11.867934597311487,-341.0035561717361,1514903.2459634205,210000.0,1179903.2459634205,0.035363810698994975,1.415935241611852,12.812940152928748,4,35.04263261114332,266.33329599161107,28.01332839712734,inf
Gothenburg,300.0,500.0,6.0,183.05844300660405,492.5305858659246,480.6622697377778,11.868316128146759,-309.4721428593205,1514903.2459634205,210000.0,1179903.2459634205,0.03534984201540782,1.4077226996303667,12.816037808246225,4,42.54323700640847,321.5723618796111,59.5447285270516,inf
Gothenburg,700.0,500.0,2.0,122.3342901249168,586.4951280914358,569.5032144550007,16.99191363643508,-464.16083796651895,1794903.2459634205,490000.0,1179903.2459634205,0.23278506970172427,0.9252971925111452,11.350323152990299,4,26.246458083705573,209.77213526110236,-18.61419244260196,inf
Gothenburg,700.0,500.0,3.0,192.04577150921278,586.495549145608,569.5032144550007,16.992334690607297,-394.44977763639525,1794903.2459634205,490000.0,1179903.2459634205,0.25744724182425544,0.9697096823318629,11.088074295380336,4,41.70259196040229,331.9414929462704,51.794168353250996,inf
Gothenburg,700.0,500.0,4.0,262.2568976101903,586.4907299590336,569.5032144550007,16.98751550403292,-324.2338323488433,1794903.2459634205,490000.0,1179903.2459634205,0.2657947422732959,1.0356507554301095,10.899702463196013,4,57.16119029400861,455.9593036930966,122.24116991450825,inf
Gothenburg,700.0,500.0,5.0,332.3197717395983,586.4872275604523,569.5032144550007,16.98401310545163,-254.16745582085403,1794903.2459634205,490000.0,1179903.2459634205,0.2669349005503573,1.0742614790878333,10.817308473776954,4,72.62075941220196,579.2472895802973,192.33626151548572,inf
Gothenburg,700.0,500.0,6.0,402.4339847434314,586.4861189206476,569.5032144550007,16.98290446564687,-184.0521341772162,1794903.2459634205,490000.0,1179903.2459634205,0.2674978503078392,1.083860440255727,10.794772826255775,4,88.08256626525123,702.6186310984306,262.46638180006363,inf
Gothenburg,1100.0,500.0,2.0,149.3149496069307,675.0835692839256,658.3441591722237,16.73941011170185,-525.768619676995,2074903.2459634205,770000.0,1179903.2459634205,0.4849506240837823,1.1155033064261404,9.267098123290381,4,38.02484785046297,234.126226147385,-7.521785288606168,inf
Gothenburg,1100.0,500.0,3.0,237.94670051739843,674.9162329190918,658.3441591722237,16.572073746868114,-436.9695324016934,2074903.2459634205,770000.0,1179903.2459634205,0.5574299285208484,1.1574520425014878,8.75276817999194,4,61.76407692086366,371.2305505523092,83.15801454371694,inf
Gothenburg,1100.0,500.0,4.0,326.6598035779592,674.9138047111477,658.3441591722237,16.56964553892391,-348.2540011331884,2074903.2459634205,770000.0,1179903.2459634205,0.5594829243547105,1.1557005299665408,8.746265545721347,4,85.15569102970258,508.079047593646,171.92912914200937,inf
Gothenburg,1100.0,500.0,5.0,415.4009362148073,674.9138496720074,658.3441591722237,16.569690499783594,-259.5129134572,2074903.2459634205,770000.0,1179903.2459634205,0.5590143485407885,1.1566230510230469,8.746385753039965,4,108.54815439119515,644.9237954905694,260.65702122421965,inf
Gothenburg,1100.0,500.0,6.0,504.1632579155627,674.9134597924179,658.3441591722237,16.56930062019423,-170.75020187685524,2074903.2459634205,770000.0,1179903.2459634205,0.5583136525147078,1.1584757817335336,8.74534361630652,4,131.94591737250147,781.7685918153302,349.39954334560673,inf
Gothenburg,1500.0,500.0,2.0,163.9050150853552,763.7034774237727,747.1851038894467,16.518373534326013,-599.7984623384175,2354903.2459634207,1050000.0,1179903.2459634205,0.5947593755361391,1.1357842032990821,8.613707344683178,4,48.42044344562242,251.86513946298987,-12.842550707674263,inf
Gothenburg,1500.0,500.0,3.0,261.2742691037945,766.8432329658141,747.1851038894467,19.658129076367366,-505.5689638620196,2354903.2459634207,1050000.0,1179903.2459634205,0.6399391821639372,1.3619551188902508,7.811254243290651,4,79.85141061321465,399.3151579376184,85.80334986487267,inf
Gothenburg,1500.0,500.0,4.0,358.7458822201776,766.8417797518139,747.1851038894467,19.65667586236712,-408.0958975316363,2354903.2459634207,1050000.0,1179903.2459634205,0.6404074419926229,1.3629633912674333,7.806493237771933,4,110.84727704730093,547.0396059258877,183.28819460709346,inf
Gothenburg,1500.0,500.0,5.0,456.97768166804235,766.803792267609,747.1851038894467,19.618688378162187,-309.82611059956656,2354903.2459634207,1050000.0,1179903.2459634205,0.6501691840317823,1.3922432740094595,7.688407394736038,4,141.87093657757094,694.8075836621699,281.79583176358426,inf
Gothenburg,1500.0,500.0,6.0,554.7568611516116,766.7796604669513,747.1851038894467,19.594556577504616,-212.02279931533977,2354903.2459634207,1050000.0,1179903.2459634205,0.6542899336066168,1.4132812485060868,7.618912864403196,4,172.95838386821566,842.6165865507317,379.6914513370457,inf
Gothenburg,1900.0,500.0,2.0,173.51972148741228,852.442785662677,836.0260486066697,16.41673705600725,-678.9230641752647,2634903.2459634207,1330000.0,1179903.2459634205,0.6050521591119075,1.206866306611385,8.373698881728192,4,58.429188184910934,267.51911006951025,-25.950699577515962,inf
Gothenburg,1900.0,500.0,3.0,276.0593343191708,855.636203064272,836.0260486066697,19.610154457602256,-579.5768687451011,2634903.2459634207,1330000.0,1179903.2459634205,0.6524491694186608,1.3980760952000977,7.663389603862043,4,96.62102258499928,421.6078362574155,77.92821136991637,inf
Gothenburg,1900.0,500.0,4.0,379.3483066457161,855.5541071691761,836.0260486066697,19.52805856250633,-476.20580052345997,2634903.2459634207,1330000.0,1179903.2459634205,0.6876166264236817,1.4182496613486004,7.444608415645806,4,134.1896561072312,576.3799550463297,182.21091111924716,inf
Gothenburg,1900.0,500.0,5.0,482.43809369917494,855.559384176843,836.0260486066697,19.533335570173225,-373.121290477668,2634903.2459634207,1330000.0,1179903.2459634205,0.6875623124968171,1.4127454209260752,7.457650467449169,4,171.77141167068157,731.2090253087001,285.29916342316307,inf
Gothenburg,1900.0,500.0,6.0,585.5881935645868,855.5677366250009,836.0260486066697,19.54168801833117,-269.9795430604141,2634903.2459634207,1330000.0,1179903.2459634205,0.6866382342376551,1.4056765685253818,7.478547635821934,4,209.37167131357086,886.0381576098829,388.4231515936976,inf
