site,battery_kwh,price_EUR_per_kg,operating_EUR_per_day,capital_EUR_per_day,first_pack_EUR_per_day,replacement_EUR_per_day,net_EUR_per_day,capex_EUR,efc_per_day,dod_stress,battery_life_years,seasons,season_min,season_max,cash_EUR_per_day,payback_years
Seville,1500.0,6.0,777.337556874788,796.5102832063187,737.6664312411727,58.84385196514599,-19.172726331530725,2324903.2459634207,0.7510931956134257,1.2096172090884258,7.676409964476511,4,617.7735583733718,862.3260537835064,649.920577951199,21.499999999999964
Seville,2000.0,2.0,214.17855761935556,844.178355760597,777.3275672756473,66.85078848494965,-629.9997981412415,2449903.2459634207,0.4863126264406906,1.1493220644931574,9.174180225067516,4,166.1505575040253,247.23637102765832,67.78362317954995,inf
Seville,2000.0,3.0,357.3650100904747,843.7456894280429,777.3275672756473,66.41812215239555,-486.38067933756815,2449903.2459634207,0.563281309749119,1.1118377004161484,8.84184699358217,4,279.4739148472132,402.0782518558168,219.66969715453334,inf
Seville,2000.0,4.0,496.9603429465004,843.3637719219001,777.3275672756473,66.03620464625281,-346.4034289753998,2449903.2459634207,0.6147956346587884,1.1071501350021693,8.590512511342105,4,394.2861859183339,549.0869827615543,365.0875945845868,inf
Seville,2000.0,5.0,686.1416513019764,856.4095488579152,777.3275672756473,79.08198158226789,-170.26789755593882,2449903.2459634207,0.6769550334518284,1.1160595963090865,8.2671321041037,4,653.9449546397591,707.1465510353788,561.2946596395799,inf
Seville,2000.0,6.0,787.0531098577372,843.2030652775945,777.3275672756473,65.87549800194724,-56.14995541985729,2449903.2459634207,0.619615677941853,1.1338422993482171,8.493417024776015,4,624.8289265149078,865.2503410750796,655.7251616715895,inf
Seville,2500.0,2.0,214.28819401586213,901.2621470190496,816.9887033101219,84.27344370892791,-686.9739530031876,2574903.2459634207,0.3954114881346887,1.146134505719005,9.749501445637444,4,167.09593342941753,246.56741825298133,58.518056066884895,inf
Seville,2500.0,3.0,358.12237617523226,901.03817705555,816.9887033101219,84.04947374542816,-542.9158008803178,2574903.2459634207,0.4604921498777207,1.063619104748497,9.542398865168652,4,281.6374732836744,402.2437917979608,211.5471649816702,inf
Seville,2500.0,4.0,498.68243971258346,900.8185468130422,816.9887033101219,83.8298435029203,-402.13610710045873,2574903.2459634207,0.503315329929219,1.0379199422955558,9.365102672078802,4,397.22910913508656,549.6782693434743,358.15750510597763,inf
Seville,2500.0,5.0,644.3860530914561,900.7513027149646,816.9887033101219,83.76259940484266,-256.3652496235085,2574903.2459634207,0.5039529797247135,1.0554473435848208,9.314716619420608,4,512.8846808342198,708.3714869892992,503.95120888971326,inf
Seville,2500.0,6.0,790.066074999999,900.697417138753,816.9887033101219,83.70871382863122,-110.631342138754,2574903.2459634207,0.5043704368445778,1.0693793400483196,9.27546823180646,4,628.3654254123472,867.1071951652691,649.6902112624658,inf
London,500.0,2.0,151.66241032477947,675.150285526192,658.3441591722237,16.80612635396827,-523.4878752014125,2074903.2459634205,0.4503548321183888,1.0940169475237762,9.526320029117048,4,79.17621664696142,224.26982020879865,-6.1518984449242,inf
London,500.0,3.0,240.32593835641572,675.0700099293164,658.3441591722237,16.72585075709259,-434.7440715729006,2074903.2459634205,0.4747066434618462,1.1589570643246052,9.219279377036276,4,128.55226423803109,353.5271647467591,83.19973912852615,inf
London,500.0,4.0,329.1509226380947,675.0654458484279,658.3441591722237,16.721286676204155,-345.9145232103332,2074903.2459634205,0.4766422055772351,1.160667718892134,9.203491838989777,4,177.99036018149448,483.0773861437818,172.07941662138305,inf
London,500.0,5.0,418.0181951634212,675.0640945096042,658.3441591722237,16.719935337380473,-257.045899346183,2074903.2459634205,0.4766598410044335,1.1625171808595736,9.198846150514118,4,227.49031041907023,612.7040944139671,260.94718747127183,inf
London,500.0,6.0,506.91380870063233,675.0577575751225,658.3441591722237,16.713598402898793,-168.1439488744902,2074903.2459634205,0.4791329757868515,1.1653007679913228,9.177231815877716,4,277.0474171061498,742.3589154700663,349.9126844195349,inf
London,1000.0,2.0,153.02825801080036,731.8589403591717,698.0052952066983,33.853645152473405,-578.8306823483713,2199903.2459634207,0.3875586890565115,0.984310882252269,10.182615781033087,4,78.87221517920501,226.42014428270215,-5.883202649175331,inf
London,1000.0,3.0,247.51034990611663,731.771431447032,698.0052952066983,33.76613624033376,-484.26108154091537,2199903.2459634207,0.412435941297654,1.0364811744895808,9.900484252459716,4,130.92384311576978,364.74248742786494,90.00480311429726,inf
London,1000.0,4.0,341.88801881977275,731.7824176111428,698.0052952066983,33.77712240444451,-389.89439879137007,2199903.2459634207,0.4128702494371592,1.0225996135659263,9.932075372518952,4,181.88969927941864,503.447173962397,184.40701653272686,inf
London,1000.0,5.0,436.2953988440228,731.7700793308707,698.0052952066983,33.764784124172415,-295.4746804868479,2199903.2459634207,0.412404148801144,1.038118533261637,9.896655782286144,4,232.901579024356,642.1876411462256,278.78805532998854,inf
London,1000.0,6.0,530.7216352707524,731.7571607390138,698.0052952066983,33.75186553231544,-201.03552546826143,2199903.2459634207,0.4125069538296769,1.0525426716264543,9.860699095289002,4,283.9731928662949,780.9175962227866,373.2201016835512,inf
London,1500.0,2.0,153.3937145219547,788.6266990768247,737.6664312411727,50.96026783565197,-635.23298455487,2324903.2459634207,0.3272717706628967,0.8494552774569637,10.879991926491355,4,78.06146296829903,227.58698525918976,-9.95105175434702,inf
London,1500.0,3.0,252.4410277257252,788.497844199602,737.6664312411727,50.83141295842927,-536.0568164738768,2324903.2459634207,0.3690172977792564,0.9759224458226212,10.319060602116204,4,132.090463368614,371.973123065309,92.6350736303757,inf
London,1500.0,4.0,350.96674511677554,788.4947689982055,737.6664312411727,50.82833775703271,-437.52802388142993,2324903.2459634207,0.3690651039908854,0.9795156968586908,10.310175657849356,4,183.5956737241353,516.8789314709009,191.16484360419895,inf
London,1500.0,5.0,449.5100533888317,788.4729995311691,737.6664312411727,50.80656828999631,-338.9629461423374,2324903.2459634207,0.3694568746801715,1.0038775254778782,10.249845967872368,4,235.14152296981945,661.8071703354781,289.74136268908114,inf
London,1500.0,6.0,548.0867702810974,788.4585600077282,737.6664312411727,50.79212876655553,-240.3717897266308,2324903.2459634207,0.369962811605382,1.018555868501142,10.212033395639606,4,286.7538126713121,806.7796712307988,388.3609683859064,inf
London,2000.0,2.0,153.0598980342782,845.2836114253811,777.3275672756473,67.95604414973381,-692.2237133911028,2449903.2459634207,0.2582834953051456,0.7745627718539033,11.47182074523328,4,77.3709563433954,227.57983802447453,-19.108728347026897,inf
London,2000.0,3.0,253.91113413633124,845.2649293717025,777.3275672756473,67.93736209605511,-591.3537952353712,2449903.2459634207,0.2963837251512638,0.9642440245204972,10.824229420424505,4,133.25531695207482,374.32501606200657,86.04890309172751,inf
London,2000.0,4.0,352.07257389099186,845.1871194854192,777.3275672756473,67.85955220977192,-493.11454559442734,2449903.2459634207,0.3324417747898928,0.987422934749064,10.529730913595223,4,185.29138054023517,522.9309104571321,188.2859145015066,inf
London,2000.0,5.0,452.3506526909737,845.1756206144541,777.3275672756473,67.84805333880689,-392.8249679234805,2449903.2459634207,0.333927619675034,0.9976055554488368,10.49700267553784,4,237.3769621307312,671.8170560861414,288.7319354769104,inf
London,2000.0,6.0,552.5587497504639,845.16343965301,777.3275672756473,67.83587237736266,-292.60468990254606,2449903.2459634207,0.3353354242087028,1.0081393711894848,10.464015100565366,4,289.52615518814827,820.0830004133786,389.09915396173756,inf
London,2500.0,2.0,152.725492508053,901.7560713002184,816.9887033101219,84.76736799009652,-749.0305787921654,2574903.2459634207,0.2136154760965408,0.616394930565891,12.046739028600934,4,77.3709563433954,226.9052827474411,-28.72971025660766,inf
London,2500.0,3.0,254.2802977717381,901.9544460252948,816.9887033101219,84.96574271517285,-647.6741482535566,2574903.2459634207,0.2434705703755156,0.965563500157123,11.198072478534453,4,134.41324073386528,373.5935542340786,77.04317450748417,inf
London,2500.0,4.0,352.87875170321246,901.931184293367,816.9887033101219,84.94248098324513,-549.0524325901545,2574903.2459634207,0.2774266280979051,0.9785084703138782,10.927280430257428,4,186.9841977754596,525.1035814749728,180.43911290358827,inf
London,2500.0,5.0,453.7687598883616,901.9316583904256,816.9887033101219,84.94295508030379,-448.1628985020641,2574903.2459634207,0.2782946634005459,0.974063011415562,10.930097835129942,4,239.61200901564217,674.6253127527866,281.4517615293097,inf
London,2500.0,6.0,554.6972664829738,901.9315682203506,816.9887033101219,84.9428649102288,-347.2343017373769,2574903.2459634207,0.2793725702792794,0.9705698267367264,10.929559702997793,4,292.29813246259107,824.0904595865528,382.5325602877331,inf
Gothenburg,500.0,2.0,149.3149496069307,675.0835692839256,658.3441591722237,16.73941011170185,-525.768619676995,2074903.2459634205,0.4849506240837823,1.1155033064261404,9.26709812329038,4,38.02484785046297,234.126226147385,-7.521785288606168,inf
Gothenburg,500.0,3.0,237.94670051739843,674.9162329190918,658.3441591722237,16.572073746868114,-436.9695324016934,2074903.2459634205,0.5574299285208484,1.1574520425014878,8.75276817999194,4,61.76407692086366,371.2305505523092,83.15801454371694,inf
Gothenburg,500.0,4.0,326.6598035779592,674.9138047111477,658.3441591722237,16.56964553892391,-348.25400113318847,2074903.2459634205,0.5594829243547105,1.1557005299665408,8.746265545721347,4,85.15569102970258,508.079047593646,171.92912914200937,inf
Gothenburg,500.0,5.0,415.4009362148073,674.9138496720074,658.3441591722237,16.569690499783594,-259.51291345720006,2074903.2459634205,0.5590143485407885,1.1566230510230469,8.746385753039965,4,108.54815439119515,644.9237954905694,260.65702122421965,inf
Gothenburg,500.0,6.0,504.1632579155627,674.9134597924179,658.3441591722237,16.56930062019423,-170.7502018768552,2074903.2459634205,0.5583136525147078,1.1584757817335336,8.74534361630652,4,131.94591737250147,781.7685918153302,349.39954334560673,inf
Gothenburg,1000.0,2.0,150.77506963222365,731.8740605966449,698.0052952066983,33.868765389946574,-581.0989909644212,2199903.2459634207,0.4131962421183541,0.9010613408199064,10.240742211770243,4,37.84730314717474,237.52443039724403,-6.687509493495355,inf
Gothenburg,1000.0,3.0,245.15285294968723,731.6630152709064,698.0052952066983,33.65772006420807,-486.5101623212191,2199903.2459634207,0.4514285613600575,1.051738650462326,9.626237642112889,4,62.89785612923437,387.5151367261424,89.85093639685459,inf
Gothenburg,1000.0,4.0,339.33250047927964,731.6592585904477,698.0052952066983,33.65396338374942,-392.3267581111681,2199903.2459634207,0.4514892439594233,1.054953434541319,9.617703546524911,4,86.8255125494348,537.1214074959682,184.03401334490434,inf
Gothenburg,1000.0,5.0,433.5065114531954,731.6294562023089,698.0052952066983,33.62416099561057,-298.1229447491135,2199903.2459634207,0.4518479151036628,1.0802111457380388,9.551808889232015,4,110.75941288452006,686.7361952810522,278.22829427190436,inf
Gothenburg,1000.0,6.0,527.7678019469088,731.6444851682954,698.0052952066983,33.63918996159714,-203.87668322138663,2199903.2459634207,0.4519645055126022,1.0668862006662525,9.584648255782213,4,134.7008878373991,836.3690192026785,372.4961737599019,inf
Gothenburg,1500.0,2.0,151.07303886632428,788.6291336807193,737.6664312411727,50.96270243954652,-637.556094814395,2324903.2459634207,0.3475522299496812,0.7914702609870299,10.901099456520203,4,37.84730314717543,237.6061103299543,-10.552531574712646,inf
Gothenburg,1500.0,3.0,248.254662962549,788.44676926668,737.6664312411727,50.78033802550726,-540.192106304131,2324903.2459634207,0.3822503584976209,0.9981135989614726,10.182293817084323,4,63.989864899373785,392.9254397008133,89.57048932360385,inf
Gothenburg,1500.0,4.0,344.5540452522653,788.3603068612712,737.6664312411727,50.69387562009839,-443.8062616090058,2324903.2459634207,0.3961441253219174,1.0422683182034698,9.988275562181622,4,88.4565651230132,545.6609463947151,187.04766082029516,inf
Gothenburg,1500.0,5.0,441.9173050971716,788.3482848140758,737.6664312411727,50.68185357290308,-346.43097971690423,2324903.2459634207,0.3963115410527245,1.0519624648305923,9.96395909896975,4,112.93020437870916,702.7388554273405,284.4251126725466,inf
Gothenburg,1500.0,6.0,539.2835589987975,788.3362749088634,737.6664312411727,50.6698436676907,-249.0527159100659,2324903.2459634207,0.396016330020131,1.0627076597876637,9.940191534681745,4,137.4107020445441,859.6307576886009,381.7663412248655,inf
Gothenburg,2000.0,2.0,150.97111578236667,845.2944943227587,777.3275672756473,67.96692704711148,-694.323378540392,2449903.2459634207,0.2748694294398371,0.7788227140645163,11.360684036143098,4,37.84730314717553,236.93811763403133,-19.322834522154892,inf
Gothenburg,2000.0,3.0,250.0302388166333,845.260460493908,777.3275672756473,67.93289321826067,-595.2302216772747,2449903.2459634207,0.3122203717195563,0.9257418905964636,10.8011199841239,4,65.08059105937824,393.1187755871293,83.95799332345874,inf
Gothenburg,2000.0,4.0,346.30909883913296,845.1738198267223,777.3275672756473,67.8462525510749,-498.8647209875893,2449903.2459634207,0.3395728613287765,0.9832097403976612,10.492022689442944,4,90.08613850874876,540.7524614348213,183.32845237767182,inf
Gothenburg,2000.0,5.0,445.1466155525529,845.0749664549519,777.3275672756473,67.74739917930454,-399.928350902399,2449903.2459634207,0.3399946482459331,1.085941156213468,10.260564009506744,4,115.09887377397236,699.102470316544,282.2136428510786,inf
Gothenburg,2000.0,6.0,544.1052846232786,845.035339303978,777.3275672756473,67.70777202833072,-300.9300546806994,2449903.2459634207,0.3399063835312852,1.1218852809692403,10.183513212778577,4,140.11861850383883,857.4781239907236,381.16233553171196,inf
Gothenburg,2500.0,2.0,150.29984055403904,901.9220191703524,816.9887033101219,84.93331586023055,-751.6221786163134,2574903.2459634207,0.225616504495295,0.8493224640343213,11.539754758465063,4,37.847303147175616,236.2816569598534,-29.459795906272916,inf
Gothenburg,2500.0,3.0,251.53950333301475,901.9541420935954,816.9887033101219,84.96543878347346,-650.4146387605806,2574903.2459634207,0.2640942235010621,0.902984414079316,11.17229737284419,4,66.17076422987377,392.9670667468125,77.21619463117636,inf
Gothenburg,2500.0,4.0,348.9187491346302,901.9302345800332,816.9887033101219,84.94153126991141,-553.011485445403,2574903.2459634207,0.286470518371778,0.9502888979524377,10.921723174323937,4,91.71520644350096,540.7485190021073,177.75687713124145,inf
Gothenburg,2500.0,5.0,448.9082363092448,901.8636363283052,816.9887033101219,84.87493301818347,-452.95540001906056,2574903.2459634207,0.287755858072597,1.073835977592954,10.661247028772364,4,117.26686458918974,699.4411634397673,277.92796363334173,inf
Gothenburg,2500.0,6.0,549.0535151340016,901.8454809316148,816.9887033101219,84.85677762149302,-352.79196579761333,2574903.2459634207,0.287859632490806,1.099122123824818,10.610390943593432,4,142.82607754229713,858.1567039491076,378.08790423548317,inf
