site,pv_kwp,battery_kwh,price_EUR_per_kg,operating_EUR_per_day,capital_EUR_per_day,first_pack_EUR_per_day,replacement_EUR_per_day,net_EUR_per_day,capex_EUR,capex_pv_EUR,capex_process_EUR,efc_per_day,dod_stress,battery_life_years,seasons,season_min,season_max,cash_EUR_per_day,payback_years
Seville,1100.0,500.0,4.0,527.5911485053869,677.5061070348793,658.3441591722237,19.161947862655573,-149.91495852949245,2074903.2459634205,770000.0,1179903.2459634205,0.8349174544439076,1.4464779587065726,6.7354676823069575,1,527.5911485053869,527.5911485053869,380.6434322086219,inf
Seville,1100.0,500.0,5.0,669.0747876160242,677.5061070348793,658.3441591722237,19.161947862655573,-8.431319418855104,2074903.2459634205,770000.0,1179903.2459634205,0.8349174544439076,1.4464779587065726,6.7354676823069575,1,669.0747876160242,669.0747876160242,522.1270713192592,23.499999999999936
Seville,1100.0,500.0,6.0,810.5593521073603,677.5059747297349,658.3441591722237,19.161815557511186,133.05337737762537,2074903.2459634205,770000.0,1179903.2459634205,0.8349416795166038,1.446526720497005,6.735258622353087,1,810.5593521073603,810.5593521073603,663.6123203388811,14.250000000000032
Seville,1500.0,500.0,2.0,256.6743432389892,766.5513075494305,747.1851038894467,19.366203659983753,-509.8769643104413,2354903.2459634207,1050000.0,1179903.2459634205,0.8163748749941971,1.3289301908950533,7.092279021578586,1,256.6743432389892,256.6743432389892,86.18897033338769,inf
Seville,1500.0,500.0,3.0,403.92190417277624,766.4843337304646,747.1851038894467,19.299229841017954,-362.56242955768846,2354903.2459634207,1050000.0,1179903.2459634205,0.8289865551182537,1.3590406099288377,6.966872018027845,1,403.92190417277624,403.92190417277624,233.79289972409455,inf
Seville,1500.0,500.0,4.0,551.3831901595087,766.4843265678538,747.1851038894467,19.299222678407112,-215.10113640834518,2354903.2459634207,1050000.0,1179903.2459634205,0.8290977178859441,1.3588636710472568,6.966859099776469,1,551.3831901595087,551.3831901595087,381.25732683901913,inf
Seville,1500.0,500.0,5.0,698.8396542057787,766.4843265678538,747.1851038894467,19.299222678407112,-67.64467236207511,2354903.2459634207,1050000.0,1179903.2459634205,0.8290977178859441,1.3588636710472555,6.966859099776472,1,698.8396542057787,698.8396542057787,528.7137908852892,inf
Seville,1500.0,500.0,6.0,846.3013012566286,766.4843158851185,747.1851038894467,19.29921199567178,79.81698537151004,2354903.2459634207,1050000.0,1179903.2459634205,0.8291507945612553,1.358784555486883,6.966839832927245,1,846.3013012566286,846.3013012566286,676.1769377246441,17.00000000000003
Seville,1900.0,500.0,2.0,265.8509736047473,855.4077639674795,836.0260486066697,19.381715360809775,-589.5567903627322,2634903.2459634207,1330000.0,1179903.2459634205,0.799086589246979,1.3452722062569844,7.122752518403259,1,265.8509736047473,265.8509736047473,71.86338668851062,inf
Seville,1900.0,500.0,3.0,417.3972284010455,855.4016639083806,836.0260486066697,19.37561530171077,-438.004435507335,2634903.2459634207,1330000.0,1179903.2459634205,0.8033041987965899,1.3430789325891574,7.110699468059336,1,417.3972284010455,417.3972284010455,223.5288185486338,inf
Seville,1900.0,500.0,4.0,569.1917031144972,855.2904250640364,836.0260486066697,19.264376457366616,-286.0987219495392,2634903.2459634207,1330000.0,1179903.2459634205,0.8344137277708675,1.3754782445010811,6.905147090484464,1,569.1917031144972,569.1917031144972,376.20235574440443,inf
Seville,1900.0,500.0,5.0,721.1198467655511,855.2904943673904,836.0260486066697,19.264445760720555,-134.17064760183922,2634903.2459634207,1330000.0,1179903.2459634205,0.8344700618681957,1.3753355837798198,6.90526764077411,1,721.1198467655511,721.1198467655511,528.1320912289921,inf
Seville,1900.0,500.0,6.0,873.0481627741294,855.2905897392052,836.0260486066697,19.26454113253549,17.757573034924185,2634903.2459634207,1330000.0,1179903.2459634205,0.8344645451988019,1.3752761353546212,6.905433549869113,1,873.0481627741294,873.0481627741294,680.0602513529507,21.3333333333333
