battery_kwh,controller,season,days,ch4_kg_per_day,lcom,curtail_frac,night_share,efc_per_day,soc_min,soc_max,limiting,bus_trips,bus_interventions,shed_kwh,unserved_kwh,utilisation,capex_eur,operating_margin_eur,wall_s,planned_eur,realised_eur,plan_bias,windows,divergence_rms,duty_contactor,duty_night_contactor,starts_contactor,uptime_h_contactor,offdraw_kW_contactor,idle_kWh_contactor,duty_calciner,duty_night_calciner,starts_calciner,uptime_h_calciner,offdraw_kW_calciner,idle_kWh_calciner,duty_electrolyser,duty_night_electrolyser,starts_electrolyser,uptime_h_electrolyser,offdraw_kW_electrolyser,idle_kWh_electrolyser,duty_sabatier,duty_night_sabatier,starts_sabatier,uptime_h_sabatier,offdraw_kW_sabatier,idle_kWh_sabatier,kiln_hot_h,kiln_T_max,nmpc_used,nmpc_failed,nmpc_iterations,nmpc_solve_time_s,nmpc_predicted_shed_kWh,edit_mean,edit_max,bind_bus_balance,bind_band_ceiling,bind_rate_limit,bind_state_box,bind_battery.soc.lo,bind_battery.soc.hi,bind_solids.n_cao.lo,bind_solids.n_cao.hi,bind_solids.n_caco3.lo,bind_solids.n_caco3.hi,bind_calciner.temperature_K.lo,bind_calciner.temperature_K.hi,bind_electrolyser.temperature_K.lo,bind_electrolyser.temperature_K.hi,bind_gas.n_h2.lo,bind_gas.n_h2.hi,bind_gas.n_co2.lo,bind_gas.n_co2.hi,bind_water.mass_kg.lo,bind_water.mass_kg.hi,bind_sabatier.temperature_K.lo,bind_sabatier.temperature_K.hi,cf_bus_deficit_W,cf_bus_deficit_W_frac
250.0,dispatch,summer,7.0,91.65073127169794,7.117308406497109,0.37738071601255596,0.11911934576966725,0.3137754146186044,0.20116343438026957,0.9051442814506442,reactor capacity,3393,6329,4891.884457140891,7.0589763950920315e-06,0.3423462171672139,2012403.2459634205,3491.458544000118,254.70148409996182,4764.228008285923,2301.352791225666,-0.5169515843441658,55,0.09818240122756333,0.5564484126984127,0.13340070742799393,1.1428571428571428,11.685416666666667,8.244614546626394e-10,3.0733333273497907,0.6336309523809524,0.1786255684689237,1.4285714285714286,10.645,6.183460909969796e-09,97.6023026325608,0.5467261904761904,0.04749873673572511,1.1428571428571428,11.48125,3.091730454984898e-08,222.2499995419087,0.6505952380952381,0.2281455280444669,1.4285714285714286,10.93,6.801807000966775e-08,2.1210023960163973,53.81666666666667,1231.2731041626255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0,dispatch,autumn,7.0,72.5264276418491,9.004761209413882,0.3482528608491216,0.12120096367133762,0.37741542632204966,0.1910378552372699,0.8860578656122652,reactor capacity,4792,6973,4195.200149612611,1.0345348235205166e-06,0.29279801347551276,2012403.2459634205,2749.7500887207425,307.5297509999946,4899.153439618872,1448.2020594558755,-0.7043974888101203,55,0.11268136097792751,0.4342261904761905,0.053850395147950744,1.4285714285714286,7.295,8.244614546626394e-10,4.339999991110229,0.49484126984126986,0.10347362617165962,2.0,5.938095238095238,6.183460909969796e-09,67.14999986159351,0.48700396825396824,0.11450101084359493,1.8571428571428572,6.293589743589743,3.091730454984898e-08,275.4999994321522,0.5310515873015873,0.16118360595478773,1.2857142857142858,9.912962962962963,6.801807000966775e-08,36.10299140261758,41.28333333333333,1249.1368637684513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0,dispatch-nmpc,winter,7.0,56.18177719941637,11.680974589139916,0.26870584868551073,0.33435990055629083,0.6273817504959969,0.09997993258197901,0.918120985557886,solar,1949,3911,2099.9538411562603,0.017305064747704053,0.23042309013612233,2012403.2459634205,2097.0341829243357,743.8475291999057,1889.6611578788143,-680.3123265137353,-1.3600181565235754,51,0.06762647616593766,0.4746031746031746,0.18732229469811004,2.0,5.695238095238095,8.244614546626394e-10,3.859999992887566,0.7174603174603175,0.601605619668841,4.142857142857143,4.1563218390804595,6.183460909969796e-09,167.10213277035785,0.4232142857142857,0.08462953671182472,2.142857142857143,4.739999999999999,3.091730454984898e-08,232.4999995207819,0.5985119047619047,0.4141160729218933,2.7142857142857144,5.292105263157895,6.801807000966775e-08,285.8457164942059,28.483333333333334,1265.541928765668,0.9995039682539683,0.000496031746031746,24.3234126984127,0.3132831707337154,1.4113180000348469e-09,0.034465651887602,0.8543642813636367,0.9294582761812124,271.2370764781384,15.911503844711087,0.013316414158203841,0.0006408916254118251,0.00042184454428553114,0.00016166773490445372,0.0004603237845684241,0.0004603237845684402,0.0001616677349036976,0.0002604970933827421,0.0011244604662056662,0.001040823682626102,0.0017039350693185966,0.0001800726350036063,0.003004118547637558,0.0010397323474556526,0.0009834034841913432,0.00021162215904790255,0.00026978987963270683,0.0008024949646390637,0.0003887446204205274,23624.882178621196,1.0
250.0,dispatch-nmpc,spring,7.0,101.21727650526903,6.480826668690309,0.36518079819968136,0.2852599206394361,0.5853974034397318,0.09998799672891853,0.910015008130267,solar,1636,3420,1763.8635580119535,2.008342896525998e-07,0.3440697760623614,2012403.2459634205,3833.0396309988855,588.7158411000855,3700.343652657879,1161.689035893617,-0.6860591488417027,55,0.05901823892790818,0.4479166666666667,0.0657061776904606,1.0,10.75,8.244614546626394e-10,1.9066666627367337,0.7526785714285714,0.5865531543331151,3.7142857142857144,4.8634615384615385,6.183460909969796e-09,151.31962345717875,0.6050595238095238,0.22178563632394674,3.142857142857143,4.620454545454546,3.091730454984898e-08,411.74999915132014,0.7826388888888889,0.5889543767736302,2.5714285714285716,7.304629629629629,6.801807000966775e-08,49.55990847274228,53.86666666666667,1259.3249172600495,1.0,0.0,23.37797619047619,0.314466085812513,1.6459818971949961e-09,0.0358440140641236,0.6620547986480397,1.040555152484132,114.5020014468071,24.84756664619212,0.013149411667248216,0.0006079919558696081,0.0002786132128699975,0.0001886880002489348,0.0004898432771168064,0.0004898432771322345,0.00018868800022073877,0.00030052499765437256,0.0011443840983607577,0.001281515918826389,0.0027568888789308078,0.00021269180545923705,0.0018558938078162726,0.0003886622526768727,0.0013764981986426677,0.0002849638244571145,0.0002816675427764985,0.0005729355535053098,0.0004491170646835958,28125.76173432573,1.0
250.0,dispatch-nmpc,summer,7.0,109.7978971833581,5.987033285848903,0.3320628640228958,0.29841325253667994,0.6799402303479312,0.10000813830794014,0.9372147759682166,solar,957,3353,2614.615926860169,1.3076244635352434e-06,0.36738980681254024,2012403.2459634205,4153.418861683192,529.4168589003384,4072.7371218329063,1839.7144381779012,-0.5482854937246844,55,0.050283175166355214,0.39285714285714285,0.0,1.0,9.428571428571429,8.244614546626394e-10,1.373333330502682,0.8276785714285714,0.7266296109146033,4.0,4.966071428571429,6.183460909969796e-09,162.93120454859198,0.7110119047619048,0.38504295098534613,2.7142857142857144,6.286842105263158,3.091730454984898e-08,599.2499987648538,0.8377976190476191,0.7554320363820111,2.0,10.053571428571429,6.801807000966775e-08,180.1832804698294,50.43333333333333,1260.6103506895276,1.0,0.0,24.074404761904763,0.31548825615373927,1.697095662587866e-09,0.02984112085344918,0.8230818917700805,0.8254933620171483,177.3950429035934,25.848006544626614,0.012012992029974589,0.0005473185305492909,0.0003787886677463175,0.00019235917349144668,0.0006820947926401118,0.0006820947927532487,0.00019235917339539246,0.0003112262522676074,0.0012539773530807282,0.0008854571823885235,0.0025972607257348053,0.00024233752729077283,0.0006463884748206864,0.00037101509161515273,0.0014365150061740452,0.0003087372185204028,0.00030210432227965216,0.0005337668686342297,0.0004491908765921754,24304.262548403807,1.0
250.0,dispatch-nmpc,autumn,7.0,83.17127650651612,7.878807638083152,0.32118326023543864,0.2962497229180148,0.542382056914522,0.0999862001865412,0.9331795586637622,solar,1992,3595,1451.5160308805553,0.0012690246923219093,0.30570691516095727,2012403.2459634205,3143.1629224082044,615.2831057999283,2790.1136038255045,316.8810735386939,-0.8864271787699898,52,0.06270008165823183,0.39037698412698413,0.03822826686270906,1.7142857142857142,5.465277777777778,8.244614546626394e-10,1.0066666645917721,0.6846230158730159,0.5015622128285242,5.142857142857143,3.1949074074074075,6.183460909969796e-09,148.30771112420732,0.49206349206349204,0.09042455430986951,2.4285714285714284,4.862745098039216,3.091730454984898e-08,228.99999952799593,0.7236111111111111,0.5234331924278626,1.7142857142857142,10.130555555555555,6.801807000966775e-08,99.3175671234512,46.05,1237.5071353429066,1.0,0.0,23.125992063492063,0.31284654197802336,1.4625440417590837e-09,0.039281648646276805,0.7619423191298025,1.1371639090860066,109.77197033903813,24.88881717723859,0.01278554235998911,0.000614112756512415,0.00040045175706989063,0.00022501525672537968,0.0005038351600638681,0.0005038351600950542,0.00022501525671327275,0.00031877938501685487,0.0009657397267649946,0.0009368882175232389,0.0022630247255979816,0.00022456688268269478,0.002170716085687298,0.00034489610121232154,0.0015117113222079695,0.0003043163239475983,0.0003172478921880944,0.0005357470738955404,0.0004196432760846432,26727.913938724665,1.0
500.0,dispatch,winter,7.0,54.639892911204996,12.537245041145438,0.257077819313792,0.2477914723229495,0.3224443776550682,0.13006504187611154,0.8613346617582502,solar,4368,7443,4345.341683375471,0.0317713387632979,0.23342841014154744,2074903.2459634205,2035.7608494411847,478.7029220000841,3133.346686909246,859.7558727388359,-0.7256109972347474,49,0.07504614075120722,0.4148809523809524,0.08697106539555109,1.2857142857142858,7.7444444444444445,8.244614546626394e-10,4.08666665895691,0.5071428571428571,0.22461950158889446,2.0,6.085714285714286,6.183460909969796e-09,67.99999985987792,0.4624007936507937,0.15671516976082958,1.2857142857142858,8.631481481481481,3.091730454984898e-08,309.99999936104246,0.5251984126984127,0.24101020237497908,1.5714285714285714,8.021212121212121,6.801807000966775e-08,121.15394231941465,27.766666666666666,1264.4451796303786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.0,dispatch,spring,7.0,104.67433269643529,6.58922533277807,0.3451557769574718,0.28183004387876115,0.47940796984259715,0.14896124494272123,0.9453578132362751,reactor capacity,2721,6388,5038.969905922648,1.208808072381847e-06,0.35346204413025983,2074903.2459634205,3928.967317473891,305.0934178000316,4803.045397275524,2696.000387159459,-0.4386893805566076,55,0.07571048282220405,0.41517857142857145,0.0336171141672124,1.1428571428571428,8.71875,8.244614546626394e-10,2.5599999947234466,0.6824404761904762,0.3852870552281161,1.7142857142857142,9.554166666666667,6.183460909969796e-09,71.14999985335118,0.7196428571428571,0.4435712726478935,1.4285714285714286,12.09,3.091730454984898e-08,660.9999986375775,0.7604166666666666,0.5442043222003929,1.4285714285714286,12.775,6.801807000966775e-08,97.84799973532373,54.46666666666667,1266.908260298177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.0,dispatch,summer,7.0,115.43095875908476,5.985944614343786,0.3142258947114948,0.27333172413596857,0.523870175192758,0.12096395664869174,0.9438160196204712,reactor capacity,1913,5773,5223.537821337477,1.1352666079498401e-06,0.3750450562829905,2074903.2459634205,4333.92458380765,230.59976359969005,5017.765549650074,3299.6285457289455,-0.3424107776500133,55,0.06637913424574222,0.38095238095238093,0.0,1.0,9.142857142857142,8.244614546626394e-10,1.5599999967846,0.7625992063492063,0.5045477513895907,1.5714285714285714,11.646969696969698,6.183460909969796e-09,71.35461421603559,0.8188492063492063,0.5977766548762001,1.7142857142857142,11.463888888888889,3.091730454984898e-08,797.9999983551996,0.8256944444444444,0.6356745831227892,1.1428571428571428,17.339583333333334,6.801807000966775e-08,181.62479438287895,51.93333333333333,1267.0775342831378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.0,dispatch,autumn,7.0,89.55184188305894,7.708389525092304,0.2977726659438404,0.30716945857668065,0.50377426802191,0.133670422873652,0.9105154454549862,reactor capacity,3302,6552,4600.495011014551,2.0178504450692952e-06,0.31392732511025095,2074903.2459634205,3342.6996899728315,291.0309528997168,4523.919475547376,1877.7829279138505,-0.5849212307903323,55,0.0939936308760575,0.42757936507936506,0.1007167800036758,1.7142857142857142,5.986111111111111,8.244614546626394e-10,2.1066666623337458,0.6248015873015873,0.34442198125344603,3.142857142857143,4.7712121212121215,6.183460909969796e-09,81.74999983175081,0.6086309523809523,0.32879985296820435,2.142857142857143,6.816666666666666,3.091730454984898e-08,499.2499989709693,0.6754960317460318,0.4289652637382834,2.0,8.105952380952381,6.801807000966775e-08,138.48465321499745,46.483333333333334,1264.3753639143595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.0,dispatch-nmpc,winter,7.0,61.54309574221976,11.225931546641549,0.23822296581945893,0.39946348351417893,0.5382608143098412,0.09990941574757865,0.9053136000791026,solar,2199,5071,2507.309025361893,0.04040874414005805,0.2403101008688664,2074903.2459634205,2258.8794280690745,806.6291029998101,2084.205086930313,-0.6109064600775866,-1.0002931124503576,48,0.0581479052217844,0.3962301587301587,0.12778056531192508,1.5714285714285714,6.051515151515151,8.244614546626394e-10,0.906666664900526,0.6965277777777777,0.5628031443385182,3.5714285714285716,4.680666666666666,6.183460909969796e-09,141.74804898274348,0.5414682539682539,0.27345709984947314,2.0,6.497619047619048,3.091730454984898e-08,475.9999990188911,0.682936507936508,0.5363773206221776,1.7142857142857142,9.561111111111112,6.801807000966775e-08,391.701188407537,31.766666666666666,1265.4841563550574,1.0,0.0,22.729166666666668,0.32701861042259556,1.4601092036336865e-09,0.02442300279602125,0.906374207526561,0.3997245069150395,366.40381358405523,22.89374779118595,0.01172845851989748,0.0006334729820075968,0.00044374169466621647,0.00022879111004959842,0.0005338507058358511,0.0005338507058244913,0.00022879111005342473,0.00037847142426162764,0.0011301123225732135,0.0011441952520678063,0.001828514650196506,0.00024986930397937157,0.001248858015294521,0.0006169519411712469,0.0007619693919393972,0.0002700670740410519,0.00033730770951029336,0.0007587393989643433,0.0004009037274609242,26209.44701598755,1.0
500.0,dispatch-nmpc,spring,7.0,109.06066402743485,6.36092765515307,0.3317254161039287,0.3749630506686721,0.6301107197615679,0.10000462460912547,0.9260518167415852,solar,698,5214,2366.7963685217132,8.773862261174752e-08,0.3601225424698779,2074903.2459634205,4067.9647584932472,606.8067450001836,4076.8346289515266,2315.319209961311,-0.43207919361773056,55,0.048281970278251235,0.34523809523809523,0.0,1.0,8.285714285714286,8.244614546626394e-10,0.3999999991755385,0.8831349206349206,0.7982973149967256,3.2857142857142856,6.45072463768116,6.183460909969796e-09,85.89125717611176,0.8846230158730158,0.7769046059812268,1.7142857142857142,12.384722222222223,3.091730454984898e-08,1136.7499976569836,0.8716269841269841,0.8068107400130976,1.4285714285714286,14.643333333333334,6.801807000966775e-08,261.176714612017,52.18333333333333,1266.471726114599,1.0,0.0,22.935515873015873,0.31501665019748054,1.7412411446783729e-09,0.023797694378922665,0.6271975758305188,0.32670192059299275,265.53702902295333,28.823257533884693,0.012313427043433255,0.0005472378978461052,0.00033764575091344066,0.0001899773010783045,0.0005943751454784789,0.0005943751454785196,0.0001899773010782508,0.0003156566466238656,0.0012854019147692114,0.0009561937749216037,0.0024386748213140364,0.0005975747456829241,0.0003817916568138964,0.00043107544948693514,0.0018640076404647747,0.0002867402809804867,0.0003102584543995089,0.000537197606287145,0.0004552655098157681,25020.597305395982,1.0
